Sample Name	Model ID	Feature ID	Classification	All Genes
CAL851_BREAST	ACH-000857	CAL851_BREAST_amplicon2_Linear amplification_1	Linear amplification	['ANG', 'APEX1', 'ARHGEF40', 'CCNB1IP1', 'ECRP', 'EDDM3A', 'EDDM3B', 'KLHL33', 'METTL17', 'NDRG2', 'OR11G2', 'OR11H4', 'OR11H6', 'OR11H7', 'OR4K1', 'OR4K13', 'OR4K14', 'OR4K15', 'OR4K17', 'OR4K5', 'OR4L1', 'OR4N5', 'OR4Q2', 'OR5AU1', 'OR6S1', 'OSGEP', 'PARP2', 'PIP4P1', 'PNP', 'RNASE1', 'RNASE10', 'RNASE11', 'RNASE12', 'RNASE13', 'RNASE2', 'RNASE3', 'RNASE4', 'RNASE6', 'RNASE7', 'RNASE8', 'RNASE9', 'RPPH1', 'SLC39A2', 'SNORA79B', 'SNORD126', 'TEP1', 'TMEM253', 'TPPP2', 'TTC5', 'ZNF219']
CALU6_LUNG	ACH-000264	CALU6_LUNG_amplicon1_ecDNA_1	ecDNA	['ABCC4', 'CLDN10', 'CLDN10-AS1', 'CLYBL', 'CLYBL-AS1', 'CLYBL-AS2', 'DCT', 'DNAJC3', 'DNAJC3-DT', 'DOCK9', 'DOCK9-AS1', 'DOCK9-DT', 'DZIP1', 'FARP1', 'FKSG29', 'GPC5', 'GPC5-AS1', 'GPC5-AS2', 'GPC6', 'GPC6-AS1', 'GPC6-AS2', 'GPR18', 'GPR180', 'GPR183', 'HS6ST3', 'IPO5', 'MBNL2', 'OXGR1', 'RAP2A', 'RNF113B', 'SLC15A1', 'SNORD13G', 'SOX21', 'SOX21-AS1', 'STK24', 'STK24-AS1', 'TGDS', 'TM9SF2', 'UBAC2', 'UBAC2-AS1', 'UGGT2']
CALU6_LUNG	ACH-000264	CALU6_LUNG_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['ALDOC', 'FOXN1', 'PIGS', 'POLDIP2', 'SARM1', 'SEBOX', 'SLC13A2', 'SLC46A1', 'SPAG5', 'SPAG5-AS1', 'TMEM199', 'UNC119', 'VTN']
CAMA1_BREAST	ACH-000783	CAMA1_BREAST_amplicon1_Linear amplification_1	Linear amplification	['ADORA3', 'AHCYL1', 'AKNAD1', 'ALX3', 'AMIGO1', 'AMPD2', 'ATP5PB', 'ATXN7L2', 'C1orf162', 'C1orf194', 'CAPZA1', 'CD53', 'CELSR2', 'CEPT1', 'CHI3L2', 'CHIA', 'CHIAP2', 'CLCC1', 'CSF1', 'CTTNBP2NL', 'CYB561D1', 'CYMP', 'CYMP-AS1', 'DDX20', 'DENND2D', 'DRAM2', 'EPS8L3', 'GNAI3', 'GNAT2', 'GPR61', 'GPSM2', 'GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'INKA2', 'INKA2-AS1', 'KCNA10', 'KCNA2', 'KCNA3', 'KCNC4', 'KCND3', 'KCND3-AS1', 'KCND3-IT1', 'KIAA1324', 'LAMTOR5', 'LAMTOR5-AS1', 'LRIF1', 'MOV10', 'MYBPHL', 'OVGP1', 'PGBP', 'PIFO', 'PPM1J', 'PROK1', 'PSMA5', 'PSRC1', 'RAP1A', 'RBM15', 'RBM15-AS1', 'RHOC', 'SARS1', 'SCARNA2', 'SLC16A4', 'SLC6A17', 'SORT1', 'SPATA42', 'ST7L', 'STRIP1', 'SYPL2', 'TAF13', 'TAFA3', 'TMEM167B', 'TMIGD3', 'UBL4B', 'WDR47', 'WDR77', 'WNT2B']
CAMA1_BREAST	ACH-000783	CAMA1_BREAST_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['MAB21L3']
CAMA1_BREAST	ACH-000783	CAMA1_BREAST_amplicon3_ecDNA_1	ecDNA	['ADAM32', 'ADAM9', 'ADGRA2', 'ADRB3', 'ANO1', 'ARRB1', 'ASH2L', 'BAG4', 'BRF2', 'C8orf86', 'CCND1', 'CHRDL2', 'CPT1A', 'CTTN', 'DDHD2', 'EIF4EBP1', 'ERLIN2', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'FGFR1', 'GAL', 'GDPD5', 'GOT1L1', 'HTRA4', 'IGHMBP2', 'KCNE3', 'KLHL35', 'LETM2', 'LIPT2', 'LSM1', 'LTO1', 'MAP6', 'MOGAT2', 'MRGPRD', 'MRGPRF', 'MRGPRF-AS1', 'MRPL21', 'MYEOV', 'NEU3', 'NSD3', 'OR2AT4', 'PGM2L1', 'PLEKHA2', 'PLPBP', 'PLPP5', 'POLD3', 'PPFIA1', 'RAB11FIP1', 'RNF169', 'RNF5P1', 'RPS3', 'SERPINH1', 'SLCO2B1', 'SMIM38', 'SNORD15A', 'SNORD15B', 'SNORD38D', 'SPCS2', 'STAR', 'TACC1', 'TESMIN', 'TM2D2', 'TPBGL', 'TPCN2', 'XRRA1', 'ZNF703']
CAOV3_OVARY	ACH-000713	CAOV3_OVARY_amplicon1_ecDNA_2	ecDNA	['PLD1', 'TMEM212']
CAOV3_OVARY	ACH-000713	CAOV3_OVARY_amplicon1_ecDNA_1	ecDNA	[]
CAOV3_OVARY	ACH-000713	CAOV3_OVARY_amplicon2_Linear amplification_1	Linear amplification	['MECOM', 'MECOM-AS1']
CAOV3_OVARY	ACH-000713	CAOV3_OVARY_amplicon3_Linear amplification_1	Linear amplification	['NUP160']
CAPAN1_PANCREAS	ACH-000354	CAPAN1_PANCREAS_amplicon1_BFB_1	BFB	[]
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon1_Linear amplification_1	Linear amplification	['CHTOP', 'ILF2', 'INTS3', 'NPR1', 'PGLYRP3', 'PGLYRP4', 'S100A1', 'S100A12', 'S100A13', 'S100A14', 'S100A16', 'S100A2', 'S100A3', 'S100A4', 'S100A5', 'S100A6', 'S100A7', 'S100A7A', 'S100A8', 'S100A9', 'SLC27A3', 'SNAPIN']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon2_BFB_1	BFB	['CD5L', 'FCRL1', 'FCRL2', 'FCRL3']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['CHMP2B', 'HTR1F', 'POU1F1', 'VGLL3']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon4_ecDNA_1	ecDNA	['ACTRT3', 'GPR160', 'LRRC31', 'LRRC34', 'LRRIQ4', 'MECOM', 'MECOM-AS1', 'MYNN', 'PHC3', 'PRKCI', 'SAMD7', 'SEC62', 'SKIL', 'TERC']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['ADCY6', 'ADCY6-DT', 'AMIGO2', 'ANK1', 'ANP32D', 'ANXA2R', 'ARF3', 'ARID2', 'ASB8', 'C12orf54', 'C5orf34', 'CACNB3', 'CCDC152', 'CCDC184', 'CCDC65', 'CCL28', 'CCNT1', 'COL2A1', 'DDN', 'DDN-AS1', 'DDX23', 'ENDOU', 'FGF10', 'FGF10-AS1', 'FKBP11', 'FLJ32255', 'FNTA', 'H1-7', 'HCN1', 'HDAC7', 'HGSNAT', 'HMGCS1', 'KANSL2', 'KAT6A', 'LALBA', 'NIM1K', 'NKX6-3', 'NNT', 'NNT-AS1', 'OR10AD1', 'OR8S1', 'PAIP1', 'PCED1B', 'PCED1B-AS1', 'PFKM', 'POMK', 'RAPGEF3', 'RND1', 'RPAP3', 'SCAF11', 'SELENOP', 'SENP1', 'SLC38A1', 'SLC38A2', 'SLC38A4', 'SLC48A1', 'SNORA2A', 'SNORA2B', 'SNORA2C', 'TEX49', 'TMEM106C', 'TMEM267', 'TNFRSF10C', 'VDR', 'WNT1', 'WNT10B', 'ZMAT4', 'ZNF131', 'ZNF641']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon6_Linear amplification_1	Linear amplification	['ATP5F1A', 'C18orf25', 'EPG5', 'HAUS1', 'LOXHD1', 'PSTPIP2', 'RNF165', 'SIGLEC15', 'SLC14A1', 'ST8SIA5']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon7_Linear amplification_1	Linear amplification	['ANKRD60', 'APCDD1L', 'APCDD1L-DT', 'ATP5F1E', 'C20orf85', 'CTCFL', 'CTSZ', 'GNAS', 'GNAS-AS1', 'NELFCD', 'NKILA', 'NPEPL1', 'PCK1', 'PMEPA1', 'PPP4R1L', 'PRELID3B', 'RAB22A', 'SLMO2-ATP5E', 'STX16', 'STX16-NPEPL1', 'TUBB1', 'VAPB', 'ZBP1']
CHAGOK1_LUNG	ACH-000867	CHAGOK1_LUNG_amplicon8_Linear amplification_1	Linear amplification	['AIFM3', 'BCRP2', 'CRKL', 'DGCR6L', 'FAM230G', 'KLHL22', 'LRRC74B', 'LZTR1', 'MED15', 'P2RX6', 'P2RX6P', 'PI4KA', 'POM121L4P', 'RTN4R', 'SCARF2', 'SERPIND1', 'SLC7A4', 'SNAP29', 'THAP7', 'THAP7-AS1', 'TMEM191A', 'TUBA3FP', 'ZNF74']
CHP212_AUTONOMIC_GANGLIA	ACH-000120	CHP212_AUTONOMIC_GANGLIA_amplicon1_ecDNA_1	ecDNA	['DDX1', 'GACAT3', 'LPIN1', 'MYCN', 'MYCNOS', 'MYCNUT', 'NTSR2', 'TRIB2']
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon1_ecDNA_1	ecDNA	['MUC20', 'SDHAP2']
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon2_BFB_1	BFB	['ADCY10P1', 'AHI1', 'ALDH8A1', 'APOBEC2', 'ATP6V0CP3', 'BICRAL', 'BTBD9', 'BTBD9-AS1', 'BYSL', 'C6orf132', 'C6orf226', 'CCND3', 'CT69', 'DAAM2', 'DAAM2-AS1', 'DNAH8', 'DNAH8-AS1', 'EYA4', 'FOXP4', 'FOXP4-AS1', 'FRS3', 'GLO1', 'GLP1R', 'GUCA1A', 'GUCA1B', 'HBS1L', 'HMGA1P7', 'KCNK16', 'KCNK17', 'KCNK5', 'KIF6', 'LRFN2', 'MDFI', 'MED20', 'MOCS1', 'MRPS10', 'MTFR2', 'MYB', 'NCR2', 'NFYA', 'OARD1', 'PDE7B', 'PGC', 'PRICKLE4', 'PRPH2', 'RPL7L1', 'SAYSD1', 'SGK1', 'SLC2A12', 'TAF8', 'TARID', 'TBCC', 'TBPL1', 'TCF21', 'TDRG1', 'TFEB', 'TOMM6', 'TREM1', 'TREM2', 'TREML1', 'TREML2', 'TREML3P', 'TREML4', 'TREML5P', 'TRERF1', 'TSPO2', 'UBR2', 'UNC5CL', 'USP49']
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon3_Linear amplification_1	Linear amplification	['PHF3', 'PTP4A1', 'SCAT8']
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon4_ecDNA_1	ecDNA	['KLF14']
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon5_Complex non-cyclic_1	Complex non-cyclic	[]
COLO201_LARGE_INTESTINE	ACH-000253	COLO201_LARGE_INTESTINE_amplicon6_Linear amplification_1	Linear amplification	[]
COLO668_LUNG	ACH-000803	COLO668_LUNG_amplicon1_ecDNA_1	ecDNA	['BMP8A', 'BMP8B', 'CAP1', 'COL9A2', 'HEYL', 'HPCAL4', 'MFSD2A', 'MYCL', 'NFYC', 'NFYC-AS1', 'NT5C1A', 'OXCT2', 'OXCT2P1', 'PABPC4', 'PABPC4-AS1', 'PPIE', 'PPIEL', 'RIMS3', 'RLF', 'SMAP2', 'SNORA55', 'TRIT1', 'ZFP69', 'ZFP69B', 'ZNF684']
COLO829_SKIN	ACH-000644	COLO829_SKIN_amplicon1_BFB_1	BFB	['LRRC3B', 'NGLY1', 'OXSM', 'RARB', 'RARB-AS1', 'TOP2B']
CORL23_LUNG	ACH-000662	CORL23_LUNG_amplicon1_ecDNA_1	ecDNA	['CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'LRATD2', 'MYC', 'PCAT2', 'POU5F1B', 'PRNCR1', 'PVT1', 'TMEM75']
CORL23_LUNG	ACH-000662	CORL23_LUNG_amplicon2_ecDNA_1	ecDNA	['C3orf22', 'C3orf56', 'CCDC37-DT', 'CFAP100', 'CHCHD6', 'CHST13', 'KLF15', 'NUP210P1', 'PLXNA1', 'PRR20G', 'TXNRD3', 'UROC1', 'ZXDC']
CORL23_LUNG	ACH-000662	CORL23_LUNG_amplicon4_ecDNA_1	ecDNA	['CASC1', 'CRACR2A', 'ETFRF1', 'FGF23', 'KRAS', 'LMNTD1', 'PARP11', 'PRMT8', 'RASSF8', 'RASSF8-AS1', 'TEAD4', 'THCAT155', 'TIGAR', 'TSPAN9']
CORL24_LUNG	ACH-000382	CORL24_LUNG_amplicon1_BFB_1	BFB	['A3GALT2', 'ADGRB2', 'ADPRHL2', 'AGO1', 'AGO3', 'AGO4', 'AK2', 'AKIRIN1', 'ARMH1', 'ARTN', 'ATP6V0B', 'AZIN2', 'B4GALT2', 'BEST4', 'BMP8A', 'BMP8B', 'BSDC1', 'BTBD19', 'C1orf109', 'C1orf122', 'C1orf210', 'C1orf216', 'C1orf50', 'C1orf94', 'CAP1', 'CCDC24', 'CCDC28B', 'CCDC30', 'CDC20', 'CDCA8', 'CFAP57', 'CITED4', 'CLDN19', 'CLSPN', 'CMTM1', 'CMTM2', 'CMTM3', 'COL16A1', 'COL8A2', 'COL9A2', 'CSMD2', 'CSMD2-AS1', 'CTPS1', 'DCDC2B', 'DLGAP3', 'DMAP1', 'DNALI1', 'DPH2', 'EBNA1BP2', 'EDN2', 'EIF2B3', 'EIF3I', 'ELOVL1', 'EPHA10', 'ERI3', 'ERI3-IT1', 'ERMAP', 'EXO5', 'FAM167B', 'FAM183A', 'FAM229A', 'FHL3', 'FNDC5', 'FOXJ3', 'FOXO6', 'FOXO6-AS1', 'GJA4', 'GJA9', 'GJA9-MYCBP', 'GJB3', 'GJB4', 'GJB5', 'GNL2', 'GUCA2A', 'GUCA2B', 'HCRTR1', 'HDAC1', 'HECTD3', 'HEYL', 'HIVEP3', 'HMGB4', 'HPCA', 'HPCAL4', 'HYI', 'INPP5B', 'IPO13', 'IQCC', 'KCNQ4', 'KDM4A', 'KDM4A-AS1', 'KHDRBS1', 'KIAA0319L', 'KIAA0754', 'KIAA1522', 'KIF2C', 'KLF17', 'KLF18', 'KPNA6', 'LCK', 'MACF1', 'MANEAL', 'MARCKSL1', 'MED8', 'MFSD2A', 'MPL', 'MTF1', 'MTMR9LP', 'MYCBP', 'MYCL', 'NCDN', 'NDUFS5', 'NFYC', 'NFYC-AS1', 'NT5C1A', 'OXCT2', 'OXCT2P1', 'P3H1', 'PABPC4', 'PABPC4-AS1', 'PEF1', 'PHC2', 'PHC2-AS1', 'PLK3', 'POU3F1', 'PPCS', 'PPIE', 'PPIEL', 'PPIH', 'PPT1', 'PSMB2', 'PTCH2', 'PTP4A2', 'PTPRF', 'RBBP4', 'RHBDL2', 'RIMKLA', 'RIMS3', 'RLF', 'RNF19B', 'RNF220', 'RNU5D-1', 'RNU5F-1', 'RPS8', 'RRAGC', 'RSPO1', 'S100PBP', 'SCMH1', 'SF3A3', 'SFPQ', 'SLC2A1', 'SLC2A1-AS1', 'SLC6A9', 'SLFNL1', 'SLFNL1-AS1', 'SMAP2', 'SMIM12', 'SNIP1', 'SNORA110', 'SNORA55', 'SNORD145', 'SNORD160', 'SNORD38A', 'SNORD38B', 'SNORD46', 'SNORD55', 'SPOCD1', 'ST3GAL3', 'SVBP', 'SYNC', 'SZT2', 'SZT2-AS1', 'TCTEX1D4', 'TEKT2', 'TFAP2E', 'TIE1', 'TINAGL1', 'TMCO2', 'TMEM125', 'TMEM234', 'TMEM269', 'TMEM269-DT', 'TMEM35B', 'TMEM39B', 'TMEM53', 'TMEM54', 'TRIM62', 'TRIT1', 'TSSK3', 'TXLNA', 'UROD', 'UTP11', 'YARS1', 'YBX1', 'YRDC', 'ZBTB8A', 'ZBTB8B', 'ZBTB8OS', 'ZFP69', 'ZFP69B', 'ZMPSTE24', 'ZMYM1', 'ZMYM4', 'ZMYM4-AS1', 'ZMYM6', 'ZMYND12', 'ZNF362', 'ZNF684', 'ZNF691', 'ZSCAN20', 'ZSWIM5']
CORL279_LUNG	ACH-000257	CORL279_LUNG_amplicon1_ecDNA_1	ecDNA	['ZDHHC11B']
CORL279_LUNG	ACH-000257	CORL279_LUNG_amplicon2_ecDNA_1	ecDNA	['CASC11', 'FAM91A1', 'FER1L6', 'FER1L6-AS1', 'FER1L6-AS2', 'MYC']
CORL311_LUNG	ACH-000187	CORL311_LUNG_amplicon1_ecDNA_2	ecDNA	['ANKK1', 'CLDN25', 'DRD2', 'NCAM1', 'NCAM1-AS1', 'TMPRSS5', 'TTC12', 'ZW10']
CORL311_LUNG	ACH-000187	CORL311_LUNG_amplicon1_ecDNA_1	ecDNA	['AASDHPPT', 'ACAT1', 'ALKBH8', 'ARHGAP20', 'ATM', 'C11orf65', 'C11orf87', 'CARD16', 'CARD17', 'CARD18', 'CASP1', 'CASP12', 'CASP17P', 'CASP1P2', 'CASP4', 'CASP5', 'CUL5', 'CWF19L2', 'DDX10', 'ELMOD1', 'EXPH5', 'FDX1', 'GRIA4', 'GUCY1A2', 'KBTBD3', 'MSANTD4', 'NPAT', 'POGLUT3', 'RAB39A', 'RDX', 'SLC35F2', 'SLN', 'ZC3H12C']
CORL311_LUNG	ACH-000187	CORL311_LUNG_amplicon2_Linear amplification_1	Linear amplification	[]
CORL311_LUNG	ACH-000187	CORL311_LUNG_amplicon3_ecDNA_1	ecDNA	['ATG5', 'BEND3', 'CASC11', 'CD24', 'CRYBG1', 'MTRES1', 'MYC', 'MYMX', 'PDSS2', 'PRDM1', 'PREP', 'PVT1', 'QRSL1', 'RTN4IP1', 'SLC29A1', 'SOBP', 'TMEM75']
CORL88_LUNG	ACH-000508	CORL88_LUNG_amplicon1_BFB_1	BFB	['ANGPTL7', 'C1orf127', 'CA6', 'CASZ1', 'CENPS', 'CENPS-CORT', 'CLSTN1', 'CORT', 'CTNNBIP1', 'DFFA', 'DISP3', 'ENO1', 'ENO1-AS1', 'EXOSC10', 'EXOSC10-AS1', 'GPR157', 'H6PD', 'KIF1B', 'LNCTAM34A', 'LZIC', 'MASP2', 'MTOR', 'MTOR-AS1', 'NMNAT1', 'PEX14', 'PGD', 'PIK3CD', 'PIK3CD-AS1', 'PIK3CD-AS2', 'RBP7', 'RNU6-1', 'RNU6-2', 'RNU6-7', 'RNU6-8', 'RNU6-9', 'SLC25A33', 'SLC2A5', 'SLC2A7', 'SPSB1', 'SRM', 'TARDBP', 'TMEM201', 'TMEM274P', 'UBE4B', 'UBIAD1']
CORL88_LUNG	ACH-000508	CORL88_LUNG_amplicon2_BFB_1	BFB	['C1orf195', 'CASP9', 'CELA2A', 'CELA2B', 'CLCNKA', 'CLCNKB', 'CTRC', 'DDI2', 'DNAJC16', 'EFHD2', 'FAM131C', 'FBLIM1', 'FHAD1', 'FHAD1-AS1', 'FLJ37453', 'HSPB7', 'PLEKHM2', 'RSC1A1', 'SCARNA21B', 'SLC25A34', 'SLC25A34-AS1', 'SPEN', 'SRARP', 'TMEM51', 'TMEM51-AS1', 'TMEM82', 'UQCRHL', 'ZBTB17']
CORL88_LUNG	ACH-000508	CORL88_LUNG_amplicon3_ecDNA_1	ecDNA	['BMP8B', 'CAP1', 'COL9A2', 'EXO5', 'HEYL', 'HPCAL4', 'MFSD2A', 'MYCL', 'NT5C1A', 'OXCT2', 'OXCT2P1', 'PABPC4', 'PABPC4-AS1', 'PPIE', 'PPIEL', 'PPT1', 'RLF', 'SMAP2', 'SNORA55', 'TMCO2', 'TRIT1', 'ZFP69', 'ZFP69B', 'ZMPSTE24', 'ZNF684']
CORL88_LUNG	ACH-000508	CORL88_LUNG_amplicon4_BFB_1	BFB	[]
CORL88_LUNG	ACH-000508	CORL88_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['COL4A1', 'COL4A2', 'COL4A2-AS1', 'COL4A2-AS2', 'IRS2', 'RAB20']
COV362_OVARY	ACH-000278	COV362_OVARY_amplicon1_Linear amplification_1	Linear amplification	['LTC4S', 'MAML1', 'MGAT4B', 'MRNIP', 'RNF130', 'SQSTM1', 'TBC1D9B']
COV362_OVARY	ACH-000278	COV362_OVARY_amplicon2_Linear amplification_1	Linear amplification	['ADCY8', 'ASAP1', 'ASAP1-IT1', 'ASAP1-IT2', 'CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'CCDC26', 'EFR3A', 'FAM49B', 'GSDMC', 'HHLA1', 'MYC', 'OC90', 'PCAT1', 'PCAT2', 'POU5F1B', 'PRNCR1', 'PVT1', 'TMEM75']
COV362_OVARY	ACH-000278	COV362_OVARY_amplicon3_Linear amplification_1	Linear amplification	['AAMDC', 'ALG8', 'GAB2', 'INTS4', 'KCTD14', 'KCTD21', 'KCTD21-AS1', 'NARS2', 'NDUFC2', 'NDUFC2-KCTD14', 'RSF1', 'THRSP', 'USP35']
COV362_OVARY	ACH-000278	COV362_OVARY_amplicon4_BFB_1	BFB	['BACH1', 'BACH1-IT2', 'BACH1-IT3', 'CCT8', 'GRIK1-AS2', 'LTN1', 'MAP3K7CL', 'N6AMT1', 'RWDD2B', 'USP16']
COV644_OVARY	ACH-000608	COV644_OVARY_amplicon1_ecDNA_1	ecDNA	['CHTOP', 'CREB3L4', 'CRTC2', 'DENND4B', 'GATAD2B', 'ILF2', 'INTS3', 'JTB', 'NPR1', 'PGLYRP3', 'PGLYRP4', 'RAB13', 'RPS27', 'S100A1', 'S100A12', 'S100A13', 'S100A14', 'S100A16', 'S100A2', 'S100A3', 'S100A4', 'S100A5', 'S100A6', 'S100A7', 'S100A7A', 'S100A8', 'S100A9', 'SLC27A3', 'SLC39A1', 'SNAPIN']
COV644_OVARY	ACH-000608	COV644_OVARY_amplicon3_BFB_1	BFB	['BEST3', 'CCT2', 'CNOT2', 'CNOT2-DT', 'CPM', 'CPSF6', 'FRS2', 'KCNMB4', 'LRRC10', 'LYZ', 'MDM2', 'MYRFL', 'NUP107', 'PTPRB', 'PTPRR', 'RAB3IP', 'RAP1B', 'SLC35E3', 'SNORA113', 'SNORA70G', 'YEATS4']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon10_BFB_1	BFB	['ARNTL2', 'ARNTL2-AS1', 'BCAT1', 'BHLHE41', 'C12orf71', 'C12orf77', 'CASC1', 'ETFRF1', 'FGFR1OP2', 'INTS13', 'ITPR2', 'KLHL42', 'KRAS', 'LMNTD1', 'LRMP', 'MANSC4', 'MED21', 'MRPS35', 'PPFIBP1', 'PTHLH', 'RASSF8', 'RASSF8-AS1', 'REP15', 'SMCO2', 'SSPN', 'STK38L', 'TM7SF3']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon1_Linear amplification_1	Linear amplification	[]
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon2_ecDNA_1	ecDNA	['ALDH1A1', 'ANXA1']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon3_BFB_1	BFB	['IGFBP1', 'IGFBP3']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon4_Linear amplification_1	Linear amplification	['IFRD1', 'LSMEM1']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon5_Linear amplification_1	Linear amplification	['ASZ1', 'CAPZA2', 'CAV1', 'CAV2', 'CFTR', 'MDFIC', 'MET', 'SNORA25B', 'ST7', 'ST7-AS1', 'ST7-AS2', 'ST7-OT3', 'ST7-OT4', 'TES', 'TFEC', 'WNT2']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon6_Linear amplification_1	Linear amplification	['AASS', 'ASB15', 'ASB15-AS1', 'CADPS2', 'CPED1', 'FAM3C', 'FEZF1', 'FEZF1-AS1', 'HYAL4', 'HYAL6P', 'ING3', 'IQUB', 'KCND2', 'LMOD2', 'NDUFA5', 'PTPRZ1', 'RNF133', 'RNF148', 'SLC13A1', 'SPAM1', 'TAS2R16', 'TMEM229A', 'TSPAN12', 'WASL', 'WNT16']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon7_ecDNA_1	ecDNA	['ADAM18', 'ADAM3A', 'ADGRA2', 'ADRB3', 'ASH2L', 'BAG4', 'BRF2', 'C8orf74', 'C8orf86', 'DDHD2', 'EIF4EBP1', 'ERLIN2', 'FGFR1', 'GOT1L1', 'LETM2', 'LSM1', 'MTMR9', 'NSD3', 'PINX1', 'PLPBP', 'PLPP5', 'PRSS55', 'RAB11FIP1', 'RNF5P1', 'RP1L1', 'SLC35G5', 'SOX7', 'STAR', 'TACC1', 'UNC5D', 'XKR6', 'ZNF703']
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon8_Linear amplification_1	Linear amplification	[]
DANG_PANCREAS	ACH-000243	DANG_PANCREAS_amplicon9_BFB_1	BFB	['ABCC9', 'AEBP2', 'C2CD5', 'CAPZA3', 'CMAS', 'ETNK1', 'GOLT1B', 'GYS2', 'IAPP', 'KCNJ8', 'LDHB', 'PDE3A', 'PIK3C2G', 'PLCZ1', 'PLEKHA5', 'PYROXD1', 'RECQL', 'RERGL', 'SLCO1A2', 'SLCO1B1', 'SLCO1B3', 'SLCO1B3-SLCO1B7', 'SLCO1B7', 'SLCO1C1', 'SOX5', 'SPX', 'ST8SIA1']
DAOY_CENTRAL_NERVOUS_SYSTEM	ACH-000211	DAOY_CENTRAL_NERVOUS_SYSTEM_amplicon1_Linear amplification_1	Linear amplification	['ARPP19', 'BCL2L10', 'CERNA1', 'CYP19A1', 'DMXL2', 'FAM214A', 'GNB5', 'LEO1', 'LYSMD2', 'MAPK6', 'MAPK6-DT', 'MYO5A', 'MYO5C', 'SCG3', 'TMOD2', 'TMOD3']
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000334	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_Linear amplification_1	Linear amplification	['CLDN1', 'CLDN16', 'FLJ42393', 'LPP', 'LPP-AS1', 'LPP-AS2', 'P3H2', 'P3H2-AS1', 'TP63', 'TPRG1', 'TPRG1-AS1', 'TPRG1-AS2']
DETROIT562_UPPER_AERODIGESTIVE_TRACT	ACH-000207	DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon1_BFB_1	BFB	['ANGPTL5', 'ARHGAP42', 'BIRC2', 'BIRC3', 'CEP126', 'CFAP300', 'CNTN5', 'DCUN1D5', 'MMP1', 'MMP10', 'MMP12', 'MMP13', 'MMP20', 'MMP27', 'MMP3', 'MMP7', 'MMP8', 'PGR', 'PGR-AS1', 'SNORD13I', 'TMEM123', 'TRPC6', 'WTAPP1', 'YAP1']
DETROIT562_UPPER_AERODIGESTIVE_TRACT	ACH-000207	DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon2_Linear amplification_1	Linear amplification	[]
DETROIT562_UPPER_AERODIGESTIVE_TRACT	ACH-000207	DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	Linear amplification	[]
